Epoch,Image Index,Original Age Prediction,Original Gender Prediction,Adversarial Age Prediction,Adversarial Gender Prediction
605,1,[33.422302],[-2.61385    1.3656715],[28.094301],[ 0.17479339 -1.9461962 ]
606,0,[38.482933],[-1.1823655  -0.14579919],[30.897156],[-2.0228891   0.96881884]
606,1,[29.003359],[-0.5586916  -0.21027714],[28.514814],[-1.2463766  -0.24221769]
607,0,[24.915852],[-0.9807322   0.40853405],[58.491516],[-3.6275127  0.4264534]
607,1,[52.317677],[-4.2265506   0.40785873],[23.858103],[ 0.6438506  -0.20878758]
608,0,[31.787703],[-1.8757704  1.3143654],[37.53062],[-1.9292322   0.04120161]
608,1,[29.76866],[-1.7918736 -0.3383873],[50.95762],[-3.092163  -1.3929902]
609,0,[32.84098],[-1.8642951   0.15615167],[28.799904],[-1.3155724  -0.22738715]
609,1,[37.752884],[-2.5423732   0.39310604],[32.092484],[-1.0123701   0.14170812]
610,0,[38.91278],[-0.91167843  1.1770551 ],[62.489357],[-4.095948    0.67873716]
610,1,[31.58572],[-1.6514605   0.81659895],[24.044466],[ 0.6437078  -0.25346112]
611,0,[30.704445],[-1.5944227   0.01662233],[51.190903],[-0.8941318  1.7372733]
611,1,[38.71435],[-2.7701983  1.0883553],[50.794376],[-4.190881   0.4420424]
612,0,[32.901463],[-1.8477279  0.2998857],[51.921005],[-3.613641    0.56140894]
612,1,[40.43202],[-2.3724918  1.2340704],[41.10292],[-1.6663144  1.4211873]
613,0,[46.85671],[-2.3442588  0.5070769],[48.80816],[-4.8780637  0.5073664]
613,1,[28.440605],[-0.02097403  0.04350604],[52.225964],[-1.971444  -0.1403703]
614,0,[36.706444],[-3.186494   0.7384761],[30.326979],[-1.1317669  -0.27980775]
614,1,[28.383919],[0.33677018 0.21223707],[27.52197],[-1.1822298   0.02409713]
615,0,[28.287756],[-1.2457453  -0.20132668],[35.068558],[-1.182653   0.6956481]
615,1,[35.793],[-1.7085671e-04 -2.0690526e-01],[65.188255],[-4.4238973  1.9787564]
616,0,[30.424519],[-1.4194384  -0.64335895],[72.45523],[-4.8211856  0.7848983]
616,1,[28.703587],[-1.1425719  -0.07764772],[23.56654],[-0.15847974 -0.5988728 ]
617,0,[28.554056],[-0.9972079  -0.44732523],[24.012363],[ 0.13494508 -0.41936338]
617,1,[35.890095],[-2.249075    0.05161199],[26.439318],[-0.36174798 -0.44709563]
618,0,[34.81731],[-0.4973333  1.0197877],[26.173637],[0.25805518 0.18562247]
618,1,[35.95427],[-0.34313893  0.5549953 ],[27.836426],[-0.4320289  -0.18142486]
619,0,[59.658195],[-4.22511   3.095034],[27.20028],[-1.5128244 -0.1374674]
619,1,[30.230822],[0.04387099 0.0374227 ],[28.168772],[-1.2792035  -0.04438192]
620,0,[31.892752],[-1.5548182  0.4990275],[29.152445],[-2.3983386  -0.40006024]
620,1,[35.621338],[-2.5476842  1.3889786],[26.507076],[-0.35078728  1.2391068 ]
621,0,[25.353067],[-0.60618174  0.0097138 ],[30.293837],[-0.07087214  0.30591446]
621,1,[42.532906],[-1.9418806  1.3111808],[61.206867],[-4.184513   1.9729025]
622,0,[31.19107],[-1.0242494   0.62964296],[28.835789],[-2.547743   -0.36153683]
622,1,[29.321379],[-0.48995113  0.707323  ],[23.660748],[ 0.41739234 -0.72884065]
623,0,[44.6552],[-1.3287139  -0.47244608],[65.91455],[-3.1740136  2.4266126]
623,1,[28.436163],[-1.2298543  -0.78889716],[42.42205],[-2.6013978 -0.2441588]
624,0,[29.708206],[-0.79482734  1.684279  ],[56.253784],[-3.9427524  -0.24833867]
624,1,[33.669525],[-0.04674606  0.12331073],[26.41584],[ 0.70066047 -0.60685754]
625,0,[43.116558],[-2.4603379  1.9887435],[51.067665],[-3.3390126   0.42575997]
625,1,[24.252407],[-0.36152393 -0.8355666 ],[58.774807],[-2.5597775 -1.0584822]
626,0,[32.952843],[-2.3987925  0.8947002],[32.65014],[-0.17134343 -0.01543559]
626,1,[33.96513],[-0.83781755  1.0690682 ],[21.409672],[-1.4419576   0.54657984]
627,0,[29.237688],[-0.43788594  0.5630925 ],[26.348642],[-1.0341042 -1.1218455]
627,1,[31.91513],[-1.9924964  1.355362 ],[30.423538],[-0.52958196 -0.2774799 ]
628,0,[25.138119],[-1.2156364 -0.4880036],[70.25227],[-4.535638   1.0058751]
628,1,[41.44284],[-2.0954306  -0.40782025],[22.097513],[ 1.79345    -0.36263204]
629,0,[31.872562],[-1.6028024  -0.62392294],[75.47081],[-5.9276586  1.407763 ]
629,1,[30.149273],[-1.508067    0.67382056],[25.920551],[-0.44056988 -0.39973426]
630,0,[33.965],[-0.44204676 -0.2751506 ],[85.61532],[-5.7298017  1.8143721]
630,1,[32.417046],[-0.73385835 -0.11253984],[23.069862],[0.29297882 0.13326068]
631,0,[44.01799],[-1.9602193  -0.08560356],[30.581589],[-0.79139286  0.38151902]
631,1,[25.97921],[-0.89484453 -0.03801577],[65.394455],[-6.0875487   0.72437924]
632,0,[31.623627],[-1.6240041  -0.06547776],[53.818684],[-2.5801842  1.3547895]
632,1,[37.634655],[-0.8344811   0.76411635],[57.82196],[-5.706654   1.2151186]
633,0,[46.81972],[-1.8952643  0.9848072],[34.208557],[-1.3711363 -0.6382653]
633,1,[43.052322],[-3.3311536   0.04246973],[24.940533],[ 0.5338463 -0.6729619]
634,0,[37.827847],[-1.4365195   0.33638418],[29.347637],[0.38958335 0.36515653]
634,1,[34.06753],[-1.3550956  1.3587976],[59.888493],[-2.0503154  0.8797689]
635,0,[29.089403],[-1.4944836  0.6346824],[30.489107],[-1.058555    0.13338445]
635,1,[38.689312],[-2.9458988  -0.35736173],[25.103483],[ 1.0966694 -1.795721 ]
636,0,[34.620495],[-1.6056514   0.49887365],[52.208244],[-2.4463363  1.5108871]
636,1,[44.311516],[-2.1726792  -0.54100394],[30.327255],[-0.29793793 -0.41490394]
637,0,[31.710337],[-0.9805429  0.68624  ],[43.486767],[-0.7734393  -0.02311166]
637,1,[28.690361],[-1.2140807   0.20179303],[66.94828],[-4.3087068  -0.29159397]
638,0,[34.57269],[-1.097346    0.36092287],[27.862942],[-1.474665    0.20538469]
638,1,[28.819221],[ 0.32872286 -0.38983482],[64.62162],[-7.040247    0.88659877]
639,0,[35.79307],[-1.5964164   0.51253986],[26.032125],[-0.21285807 -0.3514511 ]
639,1,[30.421318],[-1.0302074  0.0678705],[33.781384],[ 1.0799309 -1.6606389]
640,0,[29.90868],[-0.55323243  0.02918755],[33.34539],[-2.0001228  -0.25027424]
640,1,[41.974823],[-2.1078978  0.3448823],[22.227848],[-1.603     -1.0880951]
641,0,[38.703754],[-2.2816327 -0.8223076],[19.623587],[ 0.95585847 -0.53421164]
641,1,[28.89494],[-1.3205245 -0.2977975],[69.5474],[-3.6450055  1.6342227]
642,0,[27.708452],[-0.86744    -0.18756862],[56.389053],[-5.312269   2.8304217]
642,1,[32.567932],[-1.2280797   0.68550617],[31.968817],[-0.5704897  -0.02974485]
643,0,[28.535772],[-1.117588  -0.9451533],[25.968004],[-0.70734316  0.5042705 ]
643,1,[35.84836],[-2.031488    0.29951847],[60.53804],[-4.132866   2.1618583]
644,0,[32.981995],[-1.4088575  1.039216 ],[34.307774],[-1.8243936  -0.14797261]
644,1,[30.878595],[-0.14356272 -0.6928276 ],[61.897774],[-3.9134626  0.3563279]
645,0,[25.692265],[-1.0698749   0.08079912],[25.673363],[-1.7053696  0.0586472]
645,1,[35.590256],[-1.3435299  -0.40423846],[70.49814],[-6.7329226   0.57428247]
646,0,[32.50206],[-0.7304491  1.0913982],[26.142776],[-0.7202732   0.51908803]
646,1,[48.199394],[-2.4920173 -0.6830815],[26.800358],[-1.5312531  0.1030706]
647,0,[33.021652],[-1.3156137  -0.02219625],[63.147163],[-5.3160458   0.65327555]
647,1,[52.90373],[-5.2723374  1.0095016],[27.14723],[-0.07254623  0.2470643 ]
648,0,[36.63752],[-0.35981774  0.22916435],[54.69321],[-1.4344612  2.6102917]
648,1,[32.153633],[-0.46706557  0.66830736],[22.031654],[-0.03016101 -0.6497216 ]
649,0,[35.613636],[-1.040673   -0.46780902],[44.34844],[-1.6708575   0.36115175]
649,1,[24.298023],[ 0.6350631  -0.13871339],[63.91307],[-4.372818  -1.6191361]
650,0,[40.69353],[-2.3790202  -0.61600727],[55.25441],[-2.5432115  2.5180655]
650,1,[29.695663],[-0.6639253 -1.0428615],[48.644066],[-4.450506   1.8402903]
651,0,[26.390865],[-0.50431514 -0.19095728],[28.702446],[-1.1172341   0.23148699]
651,1,[32.736828],[-1.6838089  1.8440075],[29.778843],[-1.5284103  -0.69133294]
652,0,[31.038544],[-1.9935313  -0.11451685],[24.107347],[-0.8181751 -0.5822883]
652,1,[48.759354],[-1.8902556  2.0417502],[23.996836],[2.1999145 0.3133449]
653,0,[32.67562],[-1.5688277  -0.04951973],[23.78181],[-1.1149645  -0.50219387]
653,1,[35.062386],[-0.06435131  0.8387738 ],[22.82496],[0.09616938 0.47573596]
654,0,[38.41902],[-3.3003938  0.5651074],[27.219881],[-0.37654424 -0.48341334]
654,1,[28.347063],[ 0.11417738 -0.02147003],[52.669647],[-3.2356038  0.5899771]
655,0,[51.045795],[-2.3456059  1.4315882],[71.526146],[-5.4007587  1.8826277]
655,1,[29.53316],[-1.210363    0.20046262],[33.68113],[-1.7333719  0.7894858]
656,0,[42.090347],[-2.6509025  0.3561918],[25.303532],[-1.2217604  -0.36797857]
656,1,[28.529106],[-1.1344199  1.03025  ],[29.186714],[-0.8342396 -1.4217405]
657,0,[30.790956],[-0.8279846  1.5608172],[29.196306],[-1.517615   -0.68775094]
657,1,[45.563915],[-4.426186   3.8811533],[32.48728],[-0.75572574 -0.88795286]
658,0,[25.211102],[-0.22603221  0.05521314],[22.472462],[-0.18350245  0.12540375]
658,1,[47.573444],[-1.1682369  0.890228 ],[34.91137],[-1.2864666  0.5141538]
659,0,[27.131716],[-0.11174478 -0.24045561],[30.361141],[-1.9187294   0.19998796]
659,1,[37.739765],[-1.5243607  1.9127617],[21.554337],[-0.6295414   0.41174585]
660,0,[27.221672],[-0.60073835  0.34205317],[24.387186],[-0.3680737 -0.8999769]
660,1,[39.39195],[-1.4942536  1.2952297],[38.790047],[-2.1652858  0.485367 ]
661,0,[30.160418],[-1.462978   0.2166181],[24.95252],[-0.07703607 -0.7129553 ]
661,1,[34.42068],[-0.5779103  0.8631894],[33.257763],[-0.11249472 -0.32019705]
662,0,[43.34543],[-3.5306952   0.59631413],[35.114513],[-3.96098   -1.0611546]
662,1,[34.69733],[-0.50196874  0.19539489],[70.32441],[-6.2804604  3.6810462]
663,0,[29.672184],[-0.938517    0.60456055],[27.531061],[ 0.09228732 -0.11436814]
663,1,[29.54907],[-0.91288126  0.816513  ],[29.768503],[-2.7097075   0.04970615]
664,0,[32.50203],[-0.5012456  -0.69256717],[48.127552],[-1.1899244  1.6586976]
664,1,[39.94004],[-2.3550484 -0.8528937],[44.542927],[-2.799454    0.00438355]
665,0,[27.405994],[1.0505508 0.5975188],[24.089226],[1.955227  2.5889008]
665,1,[28.731295],[-0.01549579  0.81330675],[63.408833],[-3.8792439  -0.18525623]
666,0,[36.834225],[-3.1105475 -1.2759681],[58.837215],[-2.4031782  1.9634244]
666,1,[30.831034],[-2.0888538  -0.17504495],[28.471296],[-1.1385123 -0.9500509]
667,0,[35.148422],[-1.2638999  1.0649998],[23.347757],[0.03404325 0.12687053]
667,1,[21.959034],[-0.6968472  1.0837351],[53.984276],[-3.376561    0.52056277]
668,0,[30.463358],[-1.6680387 -0.272599 ],[53.672665],[-2.8140287  2.0406754]
668,1,[33.771103],[ 0.71906614 -0.10063906],[23.24966],[-0.14706211 -0.31905645]
669,0,[32.515305],[-2.4528341   0.33312702],[27.605492],[-0.34950352 -1.0663595 ]
669,1,[69.25881],[-4.9071784   0.22907944],[28.197348],[-1.0487741  0.3531173]
670,0,[33.529617],[-2.5054379   0.33045024],[68.85173],[-3.8201866  2.232085 ]
670,1,[32.28496],[-1.5828801 -0.5069886],[20.588213],[-0.9582083 -1.0921204]
671,0,[37.11666],[-2.272813   1.0019596],[30.39224],[-0.65945536  0.26371795]
671,1,[29.511044],[-0.56755555  0.16378237],[55.257263],[-3.451318  0.863583]
672,0,[35.48486],[-2.7447383   0.16516237],[31.122242],[-0.6094378  -0.01325046]
672,1,[59.462723],[-2.388521   -0.86949587],[26.067205],[ 1.0157862 -1.0508823]
673,0,[55.817387],[-4.348112   2.6586487],[43.101532],[-1.3703964  0.6788411]
673,1,[26.108133],[-0.03193779  0.23589028],[54.089687],[-2.8206546  -0.10964462]
674,0,[36.72551],[-1.9716529  0.4846599],[74.01945],[-6.0803194  2.548033 ]
674,1,[35.12122],[-2.3711624 -0.2120019],[28.474508],[-0.81284523 -0.26974726]
675,0,[39.757313],[-2.985325   -0.90885854],[29.364082],[-0.5130068   0.48713678]
675,1,[27.471485],[-0.9966892  -0.01740824],[36.747646],[-1.2632172   0.89320344]
676,0,[28.715853],[-1.9208456  -0.07094981],[35.831394],[-2.6124997  1.511581 ]
676,1,[27.681263],[-0.9059857   0.05105184],[62.876694],[-4.4865885  1.4536664]
677,0,[45.47523],[-2.0862432   0.41219443],[65.92307],[-5.378627   0.5678337]
677,1,[33.829086],[-2.558833   -0.35092676],[23.245731],[-1.0743939 -0.6783787]
678,0,[24.59264],[-0.34053755 -1.4879751 ],[44.719517],[-1.0153644  -0.03616345]
678,1,[31.359663],[-1.4309947  0.5389751],[65.616104],[-4.650765   1.1651808]
679,0,[31.492863],[-0.46164048  0.5074977 ],[61.345818],[-4.2338414  1.6031704]
679,1,[38.740913],[0.03538185 0.19060002],[32.84683],[-2.4179099  2.2951548]
680,0,[32.546673],[-1.196443   -0.53190696],[67.37805],[-4.5259852  1.00951  ]
680,1,[36.197144],[-1.7195233   0.19716097],[26.142694],[ 0.79812956 -0.02112609]
681,0,[37.60112],[-0.3350523  1.0166228],[25.162159],[ 0.77296406 -0.4759696 ]
681,1,[27.587034],[-0.6253255  -0.25922555],[27.502487],[0.3947353  0.02927311]
682,0,[34.363064],[-1.0608677 -1.2513833],[34.851723],[-1.8017572 -1.0872362]
682,1,[29.60652],[-1.1988491  -0.14984013],[23.546568],[-1.6557077  0.4245351]
683,0,[30.070562],[-0.9451293  -0.24940433],[29.114727],[-0.7799392   0.12371312]
683,1,[28.487326],[-0.37009716  0.9075363 ],[29.548843],[-0.98703206  2.011783  ]
684,0,[32.049316],[-2.0657647 -1.4654567],[64.59596],[-3.8766713  2.1205704]
684,1,[25.137133],[-1.5609643   0.60072917],[31.345001],[-1.5256726  -0.75856185]
685,0,[37.745132],[-1.377406    0.79829216],[43.68852],[-2.6215334  0.5072986]
685,1,[35.26707],[-0.9155626  0.5277968],[53.048035],[-2.7798114  -0.12563066]
686,0,[34.836075],[-1.0311825  1.1163577],[64.22488],[-3.848371  4.130532]
686,1,[29.839876],[-0.12826838 -0.94803435],[34.052742],[-1.4100035  -0.35596877]
687,0,[40.98221],[-2.9971964  1.7453802],[29.546814],[-0.5518996 -0.7777435]
687,1,[28.836807],[-0.32033634 -1.2850841 ],[67.4063],[-3.6684535   0.35550016]
688,0,[31.556166],[-1.6177458  1.8763628],[26.624695],[0.50357443 0.15338545]
688,1,[30.293678],[-1.7001083   0.04072201],[72.154945],[-5.3676915  1.1948495]
689,0,[28.910622],[-1.7101436  -0.28879938],[70.49882],[-6.200425   1.3216449]
689,1,[32.378544],[-0.25419658  1.0399307 ],[28.249613],[-1.3441461  0.5148078]
690,0,[35.95028],[-1.7123481   0.01159789],[35.27921],[-1.888987   -0.01301293]
690,1,[37.638435],[-2.3081326  1.8826158],[25.134035],[-0.9474094   0.12674387]
691,0,[29.056011],[-0.7628635  -0.19553898],[75.11466],[-6.8139815  1.6732088]
691,1,[48.180775],[-2.7637398  -0.42757612],[27.253641],[-0.646298   -0.38935786]
692,0,[26.8384],[ 0.77355397 -0.30424052],[38.9571],[-2.3562677  1.4757292]
692,1,[27.687778],[0.05112071 0.3772987 ],[61.608383],[-4.2503285  1.5765817]
693,0,[33.075882],[-1.0784885   0.39085132],[79.3489],[-5.6047173  3.10696  ]
693,1,[32.216316],[-1.5752288  0.3555671],[27.280483],[ 0.4016317  -0.07550878]
694,0,[34.692158],[-1.8762597  1.2543399],[38.674965],[-2.687735   0.4202791]
694,1,[26.41539],[-0.7587042  -0.13365327],[38.28757],[-1.1796829  -0.79995865]
695,0,[38.60117],[-3.4199421  1.2530869],[34.54505],[-1.8040323  -0.06451149]
695,1,[31.585232],[-1.0233896   0.53421474],[31.22469],[-1.5321203 -1.7135383]
696,0,[30.649364],[-1.6467907   0.36611646],[64.51509],[-3.6974313  0.876028 ]
696,1,[47.841278],[-3.2098465  1.5028021],[24.594963],[ 0.14070036 -1.6181237 ]
697,0,[25.584156],[-1.513446   -0.04308252],[66.11239],[-4.065264   0.7964725]
697,1,[30.340038],[-1.3497746   0.41431755],[24.258957],[-0.0448768   0.18469585]
698,0,[37.728638],[-1.2361057   0.25935376],[32.531754],[-1.9362456   0.03516595]
698,1,[30.972034],[-1.782406    0.02278507],[28.060856],[1.1906633  0.07295673]
699,0,[27.442879],[ 0.12441666 -0.13214418],[63.346916],[-5.0519013  0.2937284]
699,1,[45.58094],[-2.410709   1.1827794],[40.423943],[-1.4841406  -0.05858064]
700,0,[38.324936],[-2.4329236   0.24888386],[68.69345],[-5.8528314  3.0723188]
700,1,[30.687807],[-0.12075327  0.61744124],[23.681406],[-1.1167245 -0.9035132]
701,0,[29.727571],[-0.62170297  0.5730687 ],[68.39508],[-5.60999    2.1549559]
701,1,[27.416195],[-0.37086523  0.89144224],[20.382753],[-0.01824467 -0.75479835]
702,0,[39.402855],[-2.4191434  0.7537865],[56.276115],[-4.365735   1.3472198]
702,1,[34.624657],[-1.195291   0.2173524],[28.71013],[-0.48589194 -0.15132628]
703,0,[30.239819],[-0.50543404 -0.2832644 ],[39.61447],[-2.3260584   0.89916223]
703,1,[27.21654],[ 0.03288923 -0.357841  ],[63.336586],[-3.1585884  0.6851174]
704,0,[27.878414],[-0.72097063 -0.7476328 ],[27.08458],[-0.42285335  0.27682936]
704,1,[35.279762],[-1.1100054 -1.1350089],[32.28527],[-2.7774074   0.30075794]
705,0,[59.90289],[-5.4358444  1.7394625],[27.636961],[-1.0585462   0.15694554]
705,1,[24.829432],[-0.91424453 -1.2685897 ],[27.016777],[-0.07939957 -0.46619618]
706,0,[29.59006],[-1.3154666  -0.90045434],[68.400566],[-3.5209653   0.38911068]
706,1,[43.4501],[-2.7878895 -0.9278051],[25.943155],[ 0.64691234 -1.1012765 ]
707,0,[42.20455],[-1.4110729  1.2436943],[27.63311],[ 0.55510676 -2.124381  ]
707,1,[29.575726],[-0.85880625 -0.3992557 ],[72.3757],[-6.5373926  1.4090688]
708,0,[38.05334],[-1.2840577  1.8357108],[27.330364],[-1.2495272  -0.11629592]
708,1,[30.236023],[0.08564796 0.40351635],[29.350977],[-1.7958685  0.7018729]
709,0,[32.538277],[-1.1520431  -0.06416566],[74.3739],[-4.579882    0.24691983]
709,1,[41.118057],[-2.0053046   0.82340854],[27.907383],[-0.7769741  0.6953376]
710,0,[28.739779],[-0.3727916 -0.842113 ],[20.067316],[-0.08548205 -0.8941522 ]
710,1,[34.86992],[-0.4331171  0.8513951],[68.00332],[-3.3657377  1.1221644]
711,0,[30.808262],[-0.5608354   0.33792943],[24.983181],[-0.22299962 -0.46912533]
711,1,[34.03474],[-1.2575828   0.01763536],[60.97671],[-4.4119463  0.7754888]
712,0,[31.787079],[-1.2846802   0.22214074],[27.278074],[-0.7432461 -0.5834327]
712,1,[29.284172],[-0.9981743  -0.41784763],[58.93396],[-4.56803     0.44432634]
713,0,[31.994951],[-2.10516     0.02233413],[27.339216],[-0.62333906 -0.07042846]
713,1,[34.357452],[-0.2590593   0.35841376],[26.087578],[-0.89344776 -0.15316533]
714,0,[24.083351],[-1.3289506  0.3245142],[29.14865],[-1.061513  1.273653]
714,1,[31.035105],[-1.2893357   0.36077404],[26.0536],[ 0.10668023 -0.59360355]
715,0,[28.667189],[-0.8146148  -0.70147365],[31.551786],[-1.1021345   0.74139106]
715,1,[42.87394],[-1.0258342  -0.12361079],[22.122986],[ 0.23529978 -1.083787  ]
716,0,[39.01814],[-1.4880453  -0.45825505],[67.3948],[-2.6894443  1.1866987]
716,1,[26.46004],[-1.5010277   0.91337615],[25.390842],[ 0.36286968 -0.93156934]
717,0,[37.380383],[-0.80030787  0.7317754 ],[52.01155],[-1.8370343  -0.26856947]
717,1,[30.979036],[-1.0719709  0.8106198],[49.460228],[-3.409331   0.9783073]
718,0,[63.71044],[-3.684652   1.5749819],[21.08457],[ 1.190701  -1.2244173]
718,1,[31.061163],[-1.6430212 -0.5617921],[65.89254],[-3.669282    0.15160824]
719,0,[38.5349],[-2.314662  -0.5598316],[32.252625],[-2.0579631 -0.7775685]
719,1,[29.328619],[-0.93650305 -0.5735858 ],[23.070631],[-0.32063723 -0.28392288]
720,0,[34.998524],[-1.9890126  1.1422957],[29.791925],[-1.0815628   0.06395094]
720,1,[23.485237],[ 1.3564721 -0.8759578],[23.36513],[-0.61013484  0.8007205 ]
721,0,[35.38468],[-1.7835802  1.9136984],[69.80525],[-3.5449018  2.1624725]
721,1,[35.511158],[-0.68137306  0.1878253 ],[25.076849],[-0.64635444 -1.1843544 ]
722,0,[35.353394],[-0.6722027  0.7632676],[55.94161],[-3.2580924  3.7812347]
722,1,[34.937763],[-1.9650434  1.3761073],[29.15831],[ 0.38510054 -0.99608254]
723,0,[33.44094],[-1.3686292  0.3783946],[74.348946],[-5.5500546  2.4969695]
723,1,[30.478521],[-2.5629542 -0.7127784],[21.445498],[ 0.11206049 -0.6371177 ]
724,0,[35.845272],[-1.7510008  -0.30453888],[30.002989],[-0.01224317  0.4098937 ]
724,1,[30.750553],[-2.51017   -1.0760055],[62.72926],[-4.4985294  1.935853 ]
725,0,[39.16829],[-2.3723533  -0.03250848],[27.045677],[-0.0947866   0.27642792]
725,1,[25.059685],[-0.81792367 -0.8731554 ],[28.608955],[-0.9777665  -0.15218525]
726,0,[35.687336],[-1.6102805   0.10070302],[35.679848],[-1.7064664 -1.3095866]
726,1,[28.606855],[-0.9941753 -1.1702442],[30.701395],[0.40073973 0.42345697]
727,0,[33.364197],[-0.3563807  -0.00345537],[29.040882],[ 1.2202957 -3.1089597]
727,1,[31.726109],[-0.8673581   0.74695504],[62.168636],[-3.0298202  2.5480855]
728,0,[33.007515],[-0.49375755  1.2287514 ],[32.70024],[-0.09481345  0.02048676]
728,1,[33.972622],[-1.73873    1.2939999],[24.230938],[-0.50516784 -0.49704868]
729,0,[28.11235],[-0.106746    0.49833763],[64.33049],[-3.5284653  1.392544 ]
729,1,[64.765564],[-3.9122047   0.99732155],[24.565544],[ 0.46646804 -0.32657105]
730,0,[50.423832],[-2.7143764 -1.2489138],[26.122427],[-0.5776611 -0.5418884]
730,1,[46.250618],[-1.3819166  -0.05291475],[70.722984],[-6.160379  2.34857 ]
731,0,[44.590084],[-2.663141   1.5798199],[33.401623],[-0.13103817 -0.4690532 ]
731,1,[31.17034],[-0.8773161  -0.67268366],[39.01062],[-2.446704    0.66226465]
732,0,[49.2498],[-2.5267632  1.0632615],[29.231476],[-1.0594116   0.62446165]
732,1,[25.776796],[-0.5817283  0.4210844],[32.32918],[-3.0049546   0.23679836]
733,0,[26.496904],[-1.0173826   0.31493104],[67.1316],[-4.4019117  1.6312857]
733,1,[31.990536],[-1.5441076   0.88197213],[26.425056],[-0.01339461 -0.52497447]
734,0,[27.11488],[-0.29017836  0.34605414],[26.192081],[ 0.2981838  -0.84148985]
734,1,[34.967873],[-1.0103339   0.89186805],[29.17111],[-1.3748634 -0.7815468]
735,0,[30.420643],[-0.9527941  1.0106599],[28.577898],[-0.8588681 -0.9893374]
735,1,[30.541111],[-1.3909798  -0.19965972],[23.024256],[-0.62319213  0.3619027 ]
736,0,[27.38418],[-0.83283126 -0.45778263],[52.324364],[-2.7815018  0.8223429]
736,1,[26.010145],[0.34682062 0.39747542],[20.89812],[ 0.3662141  -0.21103422]
737,0,[31.418194],[-0.50754154  1.2495904 ],[25.88142],[-0.8299371  -0.02342698]
737,1,[31.04054],[ 0.7949514  -0.09599946],[75.55313],[-6.3715367  5.172142 ]
738,0,[29.143196],[-0.89463437  1.0468045 ],[22.795835],[ 0.5207138 -0.5217306]
738,1,[28.57848],[-1.8111151   0.20071779],[72.38204],[-5.877229   2.0737705]
739,0,[27.599602],[0.08252251 0.14045535],[62.35501],[-2.4597688   0.37005526]
739,1,[32.614418],[-0.5273583   0.11097409],[46.64994],[-2.8437934   0.12542309]
740,0,[30.025549],[-0.34025675  0.17213549],[66.78091],[-4.337422   1.4673593]
740,1,[24.561625],[-0.8570907   0.37612194],[47.917088],[-3.2364764   0.89383453]
741,0,[48.117332],[-4.02275  1.54331],[26.114069],[-0.99646366  0.9824663 ]
741,1,[32.233562],[-1.817231   0.4474209],[28.111267],[-1.7796621   0.03445901]
742,0,[45.00989],[-1.4784633  1.6382648],[67.72358],[-2.440104   2.4176672]
742,1,[31.650986],[-0.23328857 -0.10406081],[26.708916],[-0.2849151  0.5668015]
743,0,[48.574318],[-1.500147   2.3610756],[60.12857],[-2.37756   2.463932]
743,1,[22.746544],[-0.8658422 -0.0104856],[39.036728],[-2.0255046  0.3695556]
744,0,[37.266018],[-0.66013837  0.31761485],[29.91746],[-0.41979337 -0.8180598 ]
744,1,[33.29847],[-1.884895  -0.4752491],[24.239416],[-0.29814595 -0.38240522]
745,0,[31.276152],[-0.54635     0.48314768],[58.520588],[-3.5555878  2.5341175]
745,1,[27.408398],[-1.6092209  0.4170534],[44.55626],[-2.4125748  1.2139632]
746,0,[56.259903],[-5.6448956  2.8841105],[39.691895],[-0.24069552  0.2793767 ]
746,1,[20.067627],[-0.20426796  0.6614408 ],[48.86563],[-2.8776264  3.2007859]
747,0,[31.401918],[0.3349288 0.8981374],[31.582283],[-0.68062913 -0.96640164]
747,1,[34.94972],[-1.049211    0.40126103],[27.454203],[-1.162585  -0.0531812]
748,0,[27.56235],[-0.41629982  0.8698309 ],[26.682539],[-1.5026419 -1.2779546]
748,1,[34.259983],[-1.2591625  0.8845394],[26.361156],[-0.98236597 -0.4876477 ]
749,0,[35.358017],[-1.9465574  1.31267  ],[25.303251],[-0.57554615  0.5930391 ]
749,1,[29.996634],[-2.7118807   0.72960544],[30.650322],[-1.0820719  -0.16945459]
750,0,[46.320625],[-2.1233988 -1.120056 ],[32.17317],[-1.3784108  -0.94114536]
750,1,[37.162987],[-1.7740208   0.82545596],[24.254753],[ 0.58650357 -0.8185268 ]
751,0,[34.109905],[-1.3990959  1.2161273],[27.281038],[-0.9102882  -0.55035794]
751,1,[34.660778],[-1.4213378 -1.399058 ],[31.522871],[-0.572007   -0.21459596]
752,0,[32.7021],[-1.4465886  -0.03567512],[31.01761],[ 0.37693104 -0.5087795 ]
752,1,[35.797142],[-1.1961514 -0.6147917],[29.28848],[-1.0086689   0.22067223]
753,0,[40.259357],[-1.5704182  1.7735841],[37.647537],[-1.1333829  1.2296546]
753,1,[33.05336],[-1.5779904  1.1912515],[23.346876],[ 1.587104  -1.2270887]
754,0,[27.461157],[-0.49729264  0.19376965],[37.888546],[-2.7188923   0.30442685]
754,1,[26.624811],[-1.119613   -0.08541028],[58.999626],[-3.9492807   0.48542172]
755,0,[43.19615],[-2.714102   0.6003088],[42.031536],[-1.601092   0.6229781]
755,1,[35.12691],[-0.85495806 -0.11458214],[56.50165],[-3.7408445  2.2371287]
756,0,[28.210857],[-0.13380264 -0.03645884],[25.717993],[0.09392695 0.21819223]
756,1,[33.107674],[-2.402536    0.22597946],[61.93441],[-5.7498274  1.218055 ]
