Epoch,Image Index,Original Age Prediction,Original Gender Prediction,Noisy Age Prediction,Noisy Gender Prediction,Rotation Age Prediction,Rotation Gender Prediction,Brightness Age Prediction,Brightness Gender Prediction,Contrast Age Prediction,Contrast Gender Prediction
33,2,[48.177067],[-2.937603   1.1990519],[42.189133],[-2.327152   0.8215994],[42.273006],[-2.1994314   0.77266514],[36.635838],[-1.4030865   0.30291516],[35.742397],[-1.1599301   0.18055524]
33,3,[31.464508],[-1.2446036   0.23948504],[30.38715],[-1.2051219   0.17213158],[31.243473],[-1.0222619   0.11632352],[30.399866],[-1.1037285   0.07143134],[32.101265],[-1.3710228   0.22935061]
34,0,[30.252794],[-0.9247894   0.05217785],[30.731102],[-1.1079136   0.27326357],[36.087883],[-1.5223907   0.37994832],[37.93535],[-1.5964676  0.4436398],[35.72519],[-1.4406865   0.40078115]
34,1,[43.185654],[-2.4071436  0.9594639],[37.4277],[-2.023239   0.8187279],[30.364809],[-1.0113199   0.17536993],[35.924118],[-1.4682921  0.448295 ],[35.099297],[-1.3430253   0.34815747]
34,2,[31.28531],[-0.9521959   0.22126625],[32.541077],[-1.0870255   0.32776988],[28.836584],[-0.88874984  0.09352498],[31.780317],[-0.65758187 -0.12171521],[31.964317],[-0.6853867 -0.1104361]
34,3,[25.20505],[-0.45985276 -0.1913766 ],[25.25954],[-0.4992789  -0.17270735],[39.927803],[-2.0861068  0.8105603],[31.359781],[-0.95828426  0.04621698],[32.313927],[-1.0269197   0.08860545]
35,0,[35.033333],[-1.5461956   0.47848356],[33.001297],[-1.3310639   0.39630884],[32.178482],[-1.1746166   0.23193444],[36.65686],[-1.4542466   0.30272913],[36.185074],[-1.3838489  0.2505101]
35,1,[35.54293],[-1.6023651   0.44705927],[32.922077],[-1.6177701  0.4575745],[40.177025],[-1.8902782  0.5729813],[39.099903],[-1.7598544  0.4148875],[37.697945],[-1.6213701  0.3428886]
35,2,[35.049397],[-1.4921762   0.53791386],[30.2572],[-1.1294204   0.25446367],[35.24104],[-1.4791464   0.27684462],[43.94862],[-2.2328641  0.7292357],[45.19337],[-2.3443227   0.73730224]
35,3,[28.346113],[-0.47059608 -0.03942296],[28.313671],[-0.72781956 -0.00697975],[34.514088],[-1.4363537  0.3714283],[34.993057],[-1.0990356   0.30249137],[36.02444],[-1.1582916   0.29531163]
36,0,[34.644176],[-1.4136059  0.5828491],[36.243706],[-1.681423    0.74412125],[34.442535],[-1.3745674   0.41783857],[34.076813],[-1.0704436   0.11050586],[33.794872],[-0.967685    0.02453525]
36,1,[31.606815],[-1.1604017   0.08206056],[30.679941],[-1.1310078   0.09219922],[34.50481],[-1.0956812   0.08838047],[37.26661],[-1.4971693   0.36396283],[36.99461],[-1.4008561   0.27972573]
36,2,[62.786438],[-3.9417696  1.3846011],[54.76212],[-3.2937267  1.2465351],[35.298977],[-1.5076464   0.58625364],[55.851135],[-3.0931156  1.0173569],[53.034584],[-2.846074  0.898205]
36,3,[39.283134],[-2.0089307   0.69284207],[35.807915],[-1.8253478  0.513965 ],[34.813614],[-1.4375464  0.3571874],[36.40151],[-1.4659806   0.32138735],[36.5651],[-1.5352762  0.3401608]
37,0,[35.163517],[-1.363518    0.31721497],[34.205246],[-1.3715488   0.38475573],[34.555454],[-1.4251328  0.3539877],[34.213863],[-1.2286342   0.18899433],[35.059093],[-1.3337249   0.23543735]
37,1,[40.84918],[-2.145659   0.8397755],[44.680527],[-2.4984329  0.9455969],[36.505905],[-1.7650565  0.6241239],[33.14766],[-1.2902995   0.32793778],[35.070786],[-1.4722863  0.4531651]
37,2,[33.463696],[-1.0992596   0.19046272],[30.814774],[-0.8675935   0.06758015],[34.00239],[-1.3302754   0.28064126],[34.004303],[-0.98796546  0.16334616],[34.671566],[-1.0099567  0.154871 ]
37,3,[28.014744],[-0.67146343  0.01153462],[29.184923],[-0.8808187   0.19573416],[36.950687],[-1.6150761  0.4718851],[31.54853],[-0.9769999   0.11484174],[31.512304],[-0.9660599   0.12170194]
38,0,[35.634247],[-1.5599328  0.5195829],[33.096085],[-1.4169005   0.44655055],[32.055565],[-0.9731544   0.09721984],[43.63311],[-2.1397724   0.55811065],[43.333992],[-2.0992937   0.51696193]
38,1,[37.722706],[-1.6502061  0.6066792],[38.9869],[-1.803993   0.6624893],[36.281895],[-1.7567823   0.45487684],[40.766087],[-1.8587624   0.68984026],[39.946377],[-1.8276888  0.6791581]
38,2,[43.369392],[-2.2176018  0.78241  ],[36.59562],[-1.8656095  0.6763915],[36.892822],[-1.5775735   0.32836396],[43.60263],[-2.218936    0.67025816],[39.854637],[-1.8976365   0.55267376]
38,3,[26.040152],[-0.48957056 -0.23195326],[23.628344],[-0.2765572 -0.3353405],[32.642044],[-1.169711    0.20197697],[32.74906],[-1.2569851   0.30233967],[33.06921],[-1.3311192   0.36367542]
39,0,[32.645226],[-1.2788465   0.35781288],[31.195898],[-1.1829073   0.28531957],[32.241722],[-1.3257823   0.28038645],[35.048973],[-1.0816094   0.10417975],[35.544773],[-1.1658444  0.1230761]
39,1,[32.66763],[-1.1868192   0.19050352],[30.925495],[-1.1880432   0.12749894],[35.179234],[-1.3320216   0.29179507],[33.534676],[-0.75894576 -0.0572482 ],[32.99296],[-0.6918879  -0.10692474]
39,2,[38.755974],[-1.6724265   0.48188025],[36.06593],[-1.4230865  0.4274   ],[36.47482],[-1.49787     0.48238283],[42.627174],[-1.9651567   0.59612197],[42.59111],[-1.865533   0.5210523]
39,3,[34.33322],[-1.377539   0.3341598],[31.335844],[-1.126542   0.2598483],[37.485085],[-1.5248697   0.36369175],[35.388924],[-1.378752    0.23046981],[38.340588],[-1.5487323   0.26280886]
40,0,[31.865686],[-1.1228665   0.11856668],[35.848145],[-1.7640594  0.5034318],[33.346863],[-1.1662475  0.1756656],[37.503487],[-1.3458906   0.17007883],[37.846767],[-1.4203281  0.1867552]
40,1,[45.133766],[-2.4918225  0.8297505],[44.02315],[-2.4382513   0.84196585],[38.782963],[-1.9884158  0.7081973],[39.918987],[-1.7338718  0.465051 ],[41.72057],[-1.8676604   0.49710125]
40,2,[32.92148],[-1.06242     0.15768398],[32.010563],[-1.1407799   0.24064256],[33.03069],[-1.1730022   0.20816697],[36.728268],[-1.389986    0.17420624],[35.603485],[-1.2554715   0.08777402]
40,3,[44.08397],[-2.4611502  1.0054498],[41.44576],[-2.2061255   0.82133865],[38.01418],[-1.9413506  0.7262296],[35.060585],[-1.196775    0.21740316],[36.318817],[-1.3046483  0.2524371]
41,0,[37.87429],[-1.704179    0.40171486],[35.79663],[-1.6023706   0.42433006],[35.800518],[-1.5366114   0.32221925],[36.058628],[-1.4897605  0.3534009],[33.25021],[-1.2322286   0.22360195]
41,1,[40.697525],[-2.2038352  0.8151259],[41.203518],[-2.2648287  0.8563252],[45.864624],[-2.5889173  0.9468649],[36.844704],[-1.6268258   0.50236285],[35.900734],[-1.6448973   0.53587335]
41,2,[37.43335],[-1.8134385  0.4713496],[36.826008],[-1.7364717  0.5429724],[34.976402],[-1.5318742  0.4414686],[38.612564],[-1.6790277  0.3675747],[36.27647],[-1.4662298  0.2973557]
41,3,[19.827747],[ 0.3288769 -0.6576139],[21.346306],[ 0.07537596 -0.4825498 ],[30.59546],[-0.9412141  0.1780812],[26.477207],[-0.41126704 -0.22083327],[26.008171],[-0.26432902 -0.28347808]
42,0,[38.10215],[-2.0054073   0.84412676],[36.04885],[-1.6326692   0.62316686],[37.387344],[-1.8596555  0.6384391],[34.62345],[-1.3050096   0.29107666],[36.52549],[-1.5203449   0.39966863]
42,1,[30.51902],[-1.047567   0.2254652],[28.140406],[-0.7545237   0.11382277],[27.0273],[-0.9132887   0.04118498],[28.732845],[-0.76094335  0.08673252],[30.769384],[-0.97748387  0.13308473]
42,2,[27.048468],[-0.60932255 -0.06569146],[27.894703],[-0.7626322  0.1071295],[42.63244],[-2.219373   0.7763135],[30.115837],[-1.0373385   0.05238445],[28.384853],[-0.753873   -0.02914502]
42,3,[20.615929],[ 0.39653477 -0.5746743 ],[20.309767],[ 0.31379628 -0.53471357],[42.827164],[-2.164234   0.7192065],[31.660572],[-1.0466105   0.15539716],[31.58785],[-1.0675565   0.15858002]
43,0,[20.976664],[ 0.42379582 -0.6064267 ],[24.041876],[-0.10339294 -0.29542226],[38.269077],[-1.9444691  0.7046983],[26.557678],[-0.32999003 -0.18294148],[25.841888],[-0.21941216 -0.23596613]
43,1,[28.621464],[-0.6905502  -0.07415357],[28.57245],[-0.7785044  -0.02854399],[40.995705],[-1.9659184  0.7081064],[30.548967],[-0.78467333  0.05797318],[30.78211],[-0.8090353   0.08124453]
43,2,[31.131718],[-1.0583699   0.11328782],[33.94816],[-1.4470084   0.29944992],[38.915203],[-1.8830184  0.6822991],[33.144405],[-1.0820214   0.19399913],[32.36537],[-1.0577011   0.18061589]
43,3,[27.23115],[-0.44374108 -0.13567545],[30.42219],[-0.97861445  0.04666165],[30.354488],[-1.308311   0.3545053],[33.51954],[-1.1298622   0.16153364],[30.714724],[-0.93946123  0.10504116]
44,0,[30.711548],[-0.8392037   0.11015384],[29.12401],[-1.0047523   0.10315667],[32.563774],[-1.1370157   0.29540902],[35.590717],[-1.4070516   0.27516782],[35.56028],[-1.3796633   0.24737321]
44,1,[32.999207],[-1.181267    0.27704757],[36.001747],[-1.820561    0.72195095],[31.882267],[-1.1761112   0.25226414],[35.745716],[-1.396181    0.36842024],[36.50467],[-1.4354826   0.36419785]
44,2,[32.34546],[-1.0542678   0.19485952],[29.429562],[-1.0468841   0.12166144],[34.887157],[-1.6021308   0.54359794],[32.183685],[-1.1128707   0.11965914],[32.817677],[-1.1694132   0.17536189]
44,3,[35.296375],[-1.4417826  0.459629 ],[28.146584],[-0.68602586  0.03310996],[31.21405],[-1.1693443   0.23276193],[36.603962],[-1.6127821   0.59268105],[34.565544],[-1.4245082   0.49085897]
45,0,[31.985369],[-1.0770409   0.16896905],[32.469467],[-1.1874478  0.3125775],[36.196686],[-1.6702814  0.5111546],[37.013245],[-1.4687084   0.25905222],[35.52193],[-1.2250608   0.14767648]
45,1,[32.716743],[-1.415222    0.43396908],[34.373558],[-1.6953462  0.6451157],[31.614925],[-1.0397987  0.2266059],[33.17132],[-1.1413925   0.31540573],[32.062637],[-1.0008112  0.2193978]
45,2,[30.81598],[-0.8391063   0.01426092],[29.308235],[-0.8916975   0.11674075],[34.125248],[-1.1473019   0.23789118],[32.934128],[-0.9245657   0.04298365],[34.628807],[-0.9552417   0.05411927]
45,3,[40.447384],[-1.8747784  0.8825317],[41.398968],[-2.0405087  0.9369611],[34.59824],[-1.4728447  0.4041384],[36.47336],[-1.3462456  0.4270367],[37.703255],[-1.4986771   0.53951555]
46,0,[31.98405],[-1.3058293  0.4898424],[32.123085],[-1.464855    0.48370385],[37.213936],[-2.0147212   0.86908287],[33.93007],[-1.2323854  0.3556363],[33.28258],[-1.1532112   0.29467267]
46,1,[32.28279],[-1.2029632  0.2024789],[32.02076],[-1.287737    0.30778897],[29.139694],[-0.8665557  0.0312397],[32.597168],[-0.8032216  -0.12241893],[32.337612],[-0.7852599  -0.11256773]
46,2,[54.576653],[-3.2567859  1.1297975],[53.85646],[-3.2216165  1.1994432],[36.17712],[-1.3603919   0.43714458],[37.39282],[-1.529378    0.46723837],[37.16717],[-1.461258    0.42294586]
46,3,[35.83102],[-1.4759188   0.38413453],[42.732063],[-2.2406738  0.722229 ],[33.329704],[-1.3179835   0.42143047],[35.871128],[-1.325119    0.29009557],[36.783318],[-1.3498318   0.25884032]
47,0,[34.90157],[-1.3085963   0.33941334],[35.302654],[-1.4887986   0.46047586],[33.335358],[-1.1726693   0.17155375],[34.688065],[-1.149789    0.19705127],[34.532425],[-1.1062905   0.14656173]
47,1,[44.284355],[-2.562305   1.0002507],[42.234985],[-2.3340201   0.91462415],[38.55253],[-1.8026334   0.50831395],[34.259384],[-1.0640779   0.17961891],[34.151123],[-1.040121   0.1440229]
47,2,[34.401955],[-1.7353295   0.51457804],[40.271],[-2.3310554  0.8686045],[36.006355],[-1.4470879   0.35952675],[33.312035],[-1.0054013  -0.04015066],[33.312267],[-0.990801   -0.03997707]
47,3,[34.690987],[-1.1924837   0.16296048],[34.712334],[-1.4356021   0.36489648],[35.981785],[-1.5275844   0.40617323],[40.034943],[-1.7064174   0.39712793],[38.044117],[-1.4999077   0.26700777]
48,0,[34.431793],[-1.5208169   0.39780676],[35.95478],[-1.7387549  0.5082074],[28.471851],[-0.811103    0.12963696],[36.909077],[-1.5629884  0.4030984],[36.776546],[-1.527876    0.39696687]
48,1,[36.858337],[-1.7030066   0.62557256],[39.09124],[-1.9527704  0.7375703],[39.87757],[-2.070125   0.6857292],[32.515007],[-1.216973    0.23231371],[30.776587],[-0.9662262   0.09781595]
48,2,[27.060421],[-0.18130426 -0.09100852],[28.299547],[-0.70671636 -0.03187296],[37.455044],[-1.8863128  0.6568262],[31.629898],[-0.84258986  0.22796454],[30.192081],[-0.67241037  0.1038944 ]
48,3,[38.00079],[-1.8476766  0.5593846],[39.90947],[-2.1198695  0.7193328],[40.192333],[-1.805522    0.48706478],[39.21796],[-1.8683535  0.5553664],[38.504627],[-1.8323935  0.5416698]
49,0,[33.625313],[-1.3491689   0.39785403],[30.570337],[-1.0534762   0.19573392],[36.395668],[-1.5411891   0.64105666],[39.23441],[-1.8361775   0.62400144],[40.922676],[-1.9928738  0.70854  ]
49,1,[31.87562],[-0.9291116  -0.02297091],[34.00407],[-1.3126171   0.30976343],[30.083445],[-0.75794584 -0.16691431],[34.30287],[-1.2056978   0.23986869],[34.714355],[-1.2695426  0.2592221]
49,2,[35.531075],[-1.322388    0.38437855],[36.370224],[-1.4487267   0.38069052],[34.43347],[-1.3277706   0.24844386],[34.567368],[-1.2083      0.23291628],[34.43429],[-1.1767036   0.22655533]
49,3,[34.46799],[-1.3225205  0.5056755],[37.410297],[-1.7914488  0.6819433],[35.22789],[-1.4088303  0.3119402],[38.487835],[-1.5748498   0.37825656],[38.668434],[-1.5801307   0.35631728]
50,0,[39.385242],[-1.8454279  0.5338141],[37.973476],[-1.7672594   0.57410175],[29.123238],[-0.65585816 -0.00548142],[34.754135],[-1.1853639   0.14235438],[34.8218],[-1.1933886   0.17020302]
50,1,[28.748276],[-0.7363514 -0.0893717],[26.701029],[-0.5006403  -0.13266811],[37.28483],[-1.6378541   0.44425428],[36.860344],[-1.5503829  0.457942 ],[37.56425],[-1.5891815   0.43418217]
50,2,[42.994133],[-2.075403   0.5267474],[44.99998],[-2.4087756  0.7010636],[32.6761],[-1.2950534   0.32276714],[37.887085],[-1.6083534  0.3777185],[37.560577],[-1.5665734   0.35670418]
50,3,[45.61342],[-2.223277    0.59983414],[44.332424],[-2.1692207  0.6559167],[36.20095],[-1.5095593  0.4119106],[41.773285],[-1.8395492   0.40625304],[40.635643],[-1.7512772   0.37362653]
51,0,[34.010292],[-1.4775372   0.42493945],[33.743855],[-1.385089    0.41035885],[33.07544],[-1.2625202   0.27646726],[34.44503],[-1.1941571   0.20138125],[34.13393],[-1.149857    0.17398538]
51,1,[27.276234],[-0.5939028  -0.01123978],[21.481657],[ 0.10008357 -0.35044086],[33.664642],[-1.4270965  0.4418115],[34.905685],[-1.3074064  0.2745515],[33.882885],[-1.1760756   0.20287253]
51,2,[36.727962],[-1.6691053   0.44259375],[39.015102],[-2.1526604   0.77249277],[32.08112],[-1.0774356   0.09400831],[36.343407],[-1.5155884  0.2876683],[35.537823],[-1.427802    0.23767819]
51,3,[32.36304],[-1.189951    0.11894126],[32.5506],[-1.164907    0.12986322],[35.646175],[-1.6116642  0.6279474],[33.74968],[-0.93086636  0.05985491],[33.65778],[-0.92355466  0.06239405]
52,0,[37.524776],[-1.8225034  0.7497234],[35.96239],[-1.6557647  0.6801096],[35.25348],[-1.4078887   0.38818014],[37.740696],[-1.6363937  0.5302721],[36.046623],[-1.4530835  0.4502201]
52,1,[30.446934],[-0.96964836  0.17095734],[28.80451],[-0.86173224  0.03898998],[37.102238],[-1.5863788   0.57103395],[42.389572],[-2.0504975  0.5680926],[38.500572],[-1.7065332   0.45924872]
52,2,[28.690697],[-0.82798576  0.00926958],[27.34164],[-0.6870424   0.01958236],[33.157593],[-1.3158315   0.31220073],[31.473103],[-1.0984919   0.19055732],[33.878162],[-1.3244883   0.32664126]
52,3,[43.46337],[-2.0037122  0.5954649],[39.07023],[-1.6626126  0.589257 ],[31.62669],[-1.3040249   0.37732798],[39.67421],[-1.670595    0.44603354],[41.091393],[-1.7150522   0.40445465]
53,0,[36.032486],[-1.337529    0.35964817],[32.761208],[-1.1640306   0.20916913],[36.741695],[-1.4902974   0.32671088],[35.931946],[-1.3417118   0.27143335],[35.357925],[-1.2300377  0.2049249]
53,1,[34.47869],[-1.3415638   0.23726319],[36.19991],[-1.5805581   0.40822655],[33.265244],[-1.3010545   0.14140765],[37.054123],[-1.5297195   0.31906068],[37.286163],[-1.6271774   0.35663694]
53,2,[27.837276],[-0.69402325 -0.13385569],[33.127438],[-1.2295316  0.1540621],[36.708168],[-1.569999    0.42063415],[28.244946],[-0.71240073 -0.11724789],[30.996178],[-1.0632864   0.11498629]
53,3,[38.603127],[-1.7701933  0.5460707],[35.59008],[-1.6013293   0.54030883],[34.129627],[-1.233657   0.1081176],[39.97684],[-1.6462784   0.36909562],[39.648018],[-1.6035228  0.3716007]
54,0,[24.014],[-0.04570933 -0.40375817],[23.005184],[-0.06825866 -0.3564368 ],[36.63154],[-1.7646027  0.5779209],[29.004969],[-0.7179513  -0.06139852],[29.776846],[-0.87022424  0.07265796]
54,1,[35.379383],[-1.7724003  0.503099 ],[33.65883],[-1.711346    0.49022764],[27.346607],[-0.9959074   0.00560772],[38.43421],[-1.6194762   0.47936183],[38.895046],[-1.6317377   0.45054442]
54,2,[37.008812],[-1.7322847  0.6869857],[40.053413],[-2.2139916   0.94502693],[38.489136],[-2.0516903   0.78388876],[35.250988],[-1.2379755   0.19315477],[34.92466],[-1.2000834   0.17717178]
54,3,[35.20088],[-1.4495145   0.39829654],[29.968273],[-1.0571198   0.19245858],[38.264988],[-1.8940138   0.68758816],[40.860405],[-1.8414532   0.61982065],[41.404083],[-1.856831   0.6019233]
55,0,[33.59317],[-1.156134   0.3529861],[32.189674],[-1.0898267  0.2816643],[35.316463],[-1.4678569  0.4498819],[34.555016],[-1.2894635  0.3593163],[34.426567],[-1.2861096   0.38029295]
55,1,[42.439915],[-2.3886466   0.72998047],[40.580166],[-2.2784004  0.7942824],[42.21327],[-2.0705466  0.5173259],[42.25618],[-2.0519285   0.56641185],[41.05586],[-2.0080829   0.62128764]
55,2,[44.001205],[-2.2129476  0.7096228],[37.12126],[-1.7588841  0.6877851],[37.248077],[-1.8596219  0.494658 ],[37.987446],[-1.546344    0.48117334],[37.046844],[-1.4015949  0.3881989]
55,3,[32.07007],[-1.2500987   0.24314637],[31.648394],[-1.285593   0.2996927],[32.76205],[-1.1961318   0.21406637],[36.094944],[-1.5612346   0.48658556],[37.09822],[-1.6563537   0.52906364]
56,0,[24.705732],[-0.287625   -0.23993981],[21.047396],[ 0.2342627 -0.5367361],[35.01844],[-1.3697912  0.2762292],[35.246117],[-1.2644513  0.196579 ],[34.66958],[-1.142496    0.12383275]
56,1,[32.689686],[-1.1480913   0.25630814],[33.91266],[-1.597499    0.44025934],[34.581436],[-1.5407327  0.420065 ],[37.517113],[-1.5200562  0.3879063],[39.345844],[-1.6304141   0.40817338]
56,2,[44.342705],[-2.2601998   0.81034356],[35.30454],[-1.4510897   0.45161092],[36.96645],[-1.7730407  0.5679558],[36.768307],[-1.5956335  0.4097287],[35.451916],[-1.4539086  0.3445819]
56,3,[32.269833],[-1.0942551   0.08569647],[29.794266],[-0.99118114  0.11255451],[30.497095],[-0.92946005  0.09742643],[37.793476],[-1.4765795   0.27502358],[36.981766],[-1.3869457   0.24837066]
57,0,[43.261528],[-2.3580961  0.839387 ],[39.076088],[-2.0349534  0.7402683],[36.573357],[-1.7604743  0.5421874],[42.671795],[-2.1617205   0.75415677],[43.48845],[-2.1859012  0.7430572]
57,1,[29.313622],[-0.9805546   0.04434572],[32.299767],[-1.343095   0.2639113],[35.403866],[-1.471829    0.39597124],[33.849747],[-1.2268069  0.147759 ],[31.141396],[-0.99592733  0.03263858]
57,2,[32.784073],[-1.4180858   0.39366502],[33.564644],[-1.3879303   0.40330637],[36.10913],[-1.5480834   0.43867683],[33.09455],[-1.326886   0.3393913],[33.823467],[-1.375256   0.3573184]
57,3,[33.11144],[-1.1387266   0.38045508],[34.344772],[-1.4517896  0.451522 ],[36.52975],[-1.7602473   0.65965337],[31.075241],[-0.8722273  -0.01711331],[33.0434],[-1.0040914  0.1155888]
58,0,[37.27488],[-1.9043204   0.67886555],[37.407444],[-1.9585792  0.6566017],[29.913681],[-0.85076797  0.09211631],[37.32164],[-1.709057    0.51813537],[35.743237],[-1.5460225   0.43235916]
58,1,[35.761562],[-1.6085624  0.3056475],[35.26001],[-1.5685908   0.36554837],[35.591606],[-1.2604818  0.2505384],[35.071564],[-1.3113996   0.34953582],[35.271988],[-1.3009571  0.3105039]
58,2,[28.375818],[-0.9114808   0.11475103],[31.366467],[-1.3127877  0.3540802],[36.66424],[-1.5557053   0.43831486],[34.652706],[-1.1183995  0.1604579],[34.227283],[-0.98791826  0.06046106]
58,3,[33.36097],[-1.2884519   0.23437269],[36.79151],[-1.6290158   0.44434488],[27.76344],[-0.6365504  -0.01188511],[36.009575],[-1.2666831   0.13947748],[37.10832],[-1.3377758   0.13594641]
59,0,[64.53541],[-4.3294983  1.6433103],[57.958267],[-3.7633512  1.3744862],[41.239845],[-2.1451352  0.7328021],[52.076336],[-2.810382    0.77123946],[62.94194],[-3.7680726  1.0995753]
59,1,[55.80528],[-3.3561969  1.2351048],[61.114983],[-3.9196024  1.4846902],[35.035103],[-1.3510586   0.29281813],[61.660316],[-3.632592   1.0783358],[57.88242],[-3.4628386  1.0297816]
59,2,[20.140238],[ 0.00152807 -0.6555613 ],[20.297758],[ 0.02311708 -0.59993595],[34.785473],[-1.1252903   0.13731496],[37.11536],[-1.5620072   0.39724594],[36.506466],[-1.5323395   0.34920675]
59,3,[43.483288],[-2.209733    0.96578974],[41.26532],[-2.1314616  0.923554 ],[41.64614],[-2.0616329  0.6867707],[34.33356],[-1.3929853  0.5156369],[38.323402],[-1.7269081   0.67946804]
60,0,[47.841278],[-2.457029   0.7210591],[40.51868],[-2.0033453  0.6359458],[37.42637],[-1.8962382  0.7030516],[39.499584],[-1.3507777   0.11117728],[38.01388],[-1.2721215   0.11147352]
